Feature ID	Taxon	Confidence
0049d124ac4c644ddc0d05d769bb8d62	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_communis	0.7779572726102219
84c8d1f3ec5c0d4c7f784439436006b8	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Trichomerium;s__Trichomerium_foliicola	0.9636384177881304
dfe8299e322423734cae1523b3e069e1	k__Fungi	1.00000000000001
b18c2b2a0eb43bd10e8f4537187c2df1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae	0.9596989362785733
34d683a03013f8b6e01af5bf4d880d2b	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Genolevuria;s__Genolevuria_amylolytica	0.9994374920282414
bde4888b69808ae780e903aef796ded6	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neodidymelliopsis;s__Neodidymelliopsis_ranunculi	0.7974096976382888
0503a3c719ee6a96fd7ad85de16bf758	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Genolevuria;s__Genolevuria_amylolytica	0.9950525692567458
7815f15d0df4aba897bc26f68cbe954d	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_dendrobii	0.9161228492848466
2ef153e9e38708abf5cce3e2e6a3fb5c	k__Fungi;p__Basidiomycota	0.8581084712567827
bbbb796f29feef6a91d5acaa972166fa	k__Fungi	0.999999999999984
51924910197339c167f938836534a9d5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae	0.9856018255298311
c0a90a77583350e8e4000bf37950f0c6	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia	0.9999994862446512
5ded9ea1a49c539db4f10891c939ddbf	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_dendrobii	0.894238911103211
aae8da731866372b8071560ae4b686d6	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae	0.9888896528973552
8f2de5383166ffc065fa430aeffb94ce	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma;s__Neosetophoma_rosarum	0.9683982498278885
d36d933a44a08f553498b15c9ec0bd21	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae	0.9267893587732151
3e4007dc713b946ac701a24717a2c536	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Trichomerium;s__Trichomerium_foliicola	0.949592276944262
5796bc1d23732aee3d84a73e54aa7163	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Pseudopithomyces;s__Pseudopithomyces_rosae	0.9960419722151106
620ba005bb8fa109fd363efd37780739	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_communis	0.7754183623477974
06f4a32b40ddec16eb76c23cc8a6c411	k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_inositophila	0.993755144543441
43498d95a1b3c9e8f3eeda4ea089ea5f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae	0.9418577477501002
3c838586256ec690d1f6c067e75bb56e	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema	0.9974446143693442
fab444fc13d2340a4fd7701cce308b0d	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta	0.9983278051733977
bd37d3f13ef8cbf3706de3309734f13d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Seimatosporium	0.9959698831272668
ba1d8bd2dc66bf8c6d68b8db4d931953	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia	0.9999762767393845
